R11,0,1,0,0,0
R12,0,0.5,0.5,0,0
R13,0,1,0,0,0
R14,0,1,0,0,0
R21,0,0.6,0.4,0,0
R22,0,0,1,0,0
R23,0,1,0,0,0
R24,0,1,0,0,0
R31,0,0.5,0.5,0,0
R32,0,1,0,0,0
R33,0,1,0,0,0
R34,0,0.5,0.5,0,0
R41,0,0.5,0.5,0,0
R42,0,0.5,0.5,0,0
R43,0,0,0,1,0
R44,0,0,0,1,0
R45,0,0,0,1,0
R51,0,0,1,0,0
R52,0,0.5,0.5,0,0
R53,0,0.5,0.5,0,0
